engine,rel,note,out_fmt,quality,long_edge,repeat,ok,inner_s,outer_s,peak_rss_kb,rss_over_import_kb,out_bytes,out_w,out_h,src_fmt,src_mode,src_w,src_h,src_mp,src_bytes,src_icc,src_exif_orient,err
ffmpeg,public/files/Toplu resim-Kapaklı-Desenli-3.png,"PNG RGBA 36,3 MP + ICC — alfa, ICC, yüksek MP",webp,80,2400,0,1,1.72323,1.72491,313024,287660,64532,2400,1477,PNG,RGBA,7677,4724,36.266,11414055,1,1,
ffmpeg,public/files/Toplu resim-Kapaklı-Desenli-3.png,"PNG RGBA 36,3 MP + ICC — alfa, ICC, yüksek MP",webp,80,2400,1,1,1.70255,1.70425,313136,287772,64532,2400,1477,PNG,RGBA,7677,4724,36.266,11414055,1,1,
ffmpeg,public/files/Toplu resim-Kapaklı-Desenli-3.png,"PNG RGBA 36,3 MP + ICC — alfa, ICC, yüksek MP",webp,80,2400,2,1,1.71144,1.7133,313372,288008,64532,2400,1477,PNG,RGBA,7677,4724,36.266,11414055,1,1,
pillow,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,0,1,0.7455,0.75395,216016,190660,135794,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,1,1,0.74631,0.75488,216016,190660,135794,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,2,1,0.72707,0.73434,216016,190660,135794,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow_draft,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,0,1,0.72746,0.73531,216016,190652,135794,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow_draft,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,1,1,0.72749,0.73516,216016,190652,135794,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow_draft,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,2,1,0.72891,0.73775,216016,190652,135794,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,0,1,0.30725,0.31163,173120,147756,135645,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,1,1,0.33896,0.34322,176452,151088,135645,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,2,1,0.32549,0.32979,166300,140936,135645,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_c1,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,0,1,0.34453,0.35013,176516,151152,135645,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_c1,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,1,1,0.37708,0.38193,167444,142080,135645,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_c1,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,2,1,0.34596,0.35075,180220,154856,135645,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_tuned,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,0,1,0.30639,0.31073,176204,150840,134471,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_tuned,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,1,1,0.30044,0.30432,166700,141336,134471,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_tuned,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,2,1,0.29682,0.30128,183896,158532,134471,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
ffmpeg,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,0,1,0.71953,0.72126,181756,156392,169200,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
ffmpeg,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,1,1,0.72032,0.72202,181884,156520,169200,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
ffmpeg,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",jpeg,85,2400,2,1,0.71253,0.71414,181716,156352,169200,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,0,1,0.90713,0.91484,215780,190424,70024,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,1,1,0.87612,0.88342,216016,190660,70024,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,2,1,0.88292,0.89014,216016,190660,70024,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow_draft,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,0,1,0.88044,0.88772,216016,190652,70024,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow_draft,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,1,1,0.87404,0.88149,216016,190652,70024,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow_draft,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,2,1,0.87448,0.88181,216016,190652,70024,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,0,1,0.45367,0.45789,191724,166360,95490,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,1,1,0.46381,0.46817,181324,155960,95490,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,2,1,0.47082,0.47639,187820,162456,95490,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_c1,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,0,1,0.46031,0.46463,190668,165304,95490,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_c1,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,1,1,0.45217,0.45644,188316,162952,95490,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_c1,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,2,1,0.45994,0.46445,178436,153072,95490,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_tuned,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,0,1,0.45707,0.46176,202220,176856,88056,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_tuned,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,1,1,0.45365,0.458,182348,156984,88056,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pyvips_tuned,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,2,1,0.452,0.4563,189272,163908,88056,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
ffmpeg,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,0,1,0.87521,0.87691,168620,143256,68304,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
ffmpeg,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,1,1,0.88507,0.88673,168608,143244,68304,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
ffmpeg,private/files/av-120.tif,"TIFF RGB 18,3 MP / 22,1 MB — korpusun en büyük baytı",webp,80,2400,2,1,0.88303,0.88486,168600,143236,68304,2400,1600,TIFF,RGB,5237,3491,18.282,22065728,1,1,
pillow,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,0,1,0.69098,0.69955,231428,206072,295063,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,1,1,0.69112,0.69948,231428,206072,295063,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,2,1,0.79742,0.80587,231428,206072,295063,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow_draft,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,0,1,0.68868,0.69719,231428,206064,295063,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow_draft,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,1,1,0.68314,0.69121,231428,206064,295063,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow_draft,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,2,1,0.71084,0.71932,231428,206064,295063,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,0,1,0.60051,0.60527,280308,254944,254951,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,1,1,0.58742,0.59184,250144,224780,254951,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,2,1,0.58462,0.58855,201936,176572,254951,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_c1,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,0,1,0.5875,0.59174,200480,175116,254951,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_c1,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,1,1,0.5886,0.59263,203396,178032,254951,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_c1,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,2,1,0.59398,0.59828,235668,210304,254951,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_tuned,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,0,1,0.59142,0.59577,251928,226564,248843,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_tuned,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,1,1,0.5884,0.59229,203312,177948,248843,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_tuned,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,2,1,0.6114,0.61528,201920,176556,248843,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
ffmpeg,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,0,1,1.03038,1.0319,192824,167460,378008,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
ffmpeg,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,1,1,1.03267,1.03418,192560,167196,378008,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
ffmpeg,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",jpeg,85,2400,2,1,1.08906,1.09072,192464,167100,378008,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,0,1,1.07923,1.08838,231312,205956,198128,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,1,1,1.13878,1.14724,231312,205956,198128,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,2,1,1.07714,1.08729,231312,205956,198128,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow_draft,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,0,1,1.08261,1.09082,231312,205948,198128,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow_draft,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,1,1,1.0974,1.10687,231312,205948,198128,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow_draft,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,2,1,1.07195,1.081,231312,205948,198128,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,0,1,1.07881,1.08457,401552,376188,201598,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,1,1,1.00022,1.00487,334048,308684,201598,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,2,1,1.00335,1.00989,324536,299172,201598,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_c1,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,0,1,1.0386,1.04531,401736,376372,201598,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_c1,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,1,1,1.04621,1.05308,469404,444040,201598,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_c1,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,2,1,1.03336,1.03898,369040,343676,201598,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_tuned,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,0,1,1.01785,1.02257,314484,289120,192528,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_tuned,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,1,1,0.99901,1.00389,318828,293464,192528,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pyvips_tuned,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,2,1,0.98964,0.99505,343088,317724,192528,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
ffmpeg,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,0,1,1.44209,1.4438,269944,244580,165590,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
ffmpeg,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,1,1,1.46505,1.46671,269844,244480,165590,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
ffmpeg,public/files/323-9.png,"PNG RGBA 17,3 MP — tipik alfalı PNG",webp,80,2400,2,1,1.43619,1.43792,269856,244492,165590,2400,2400,PNG,RGBA,4160,4160,17.306,7554143,0,1,
pillow,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,0,1,0.44814,0.45764,304872,279516,286705,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,1,1,0.45148,0.4601,304872,279516,286705,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,2,1,0.44205,0.45035,304872,279516,286705,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow_draft,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,0,1,0.44178,0.45025,304872,279508,286705,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow_draft,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,1,1,0.46599,0.47418,304760,279396,286705,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow_draft,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,2,1,0.44697,0.45513,304872,279508,286705,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,0,1,0.24339,0.24808,253308,227944,251961,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,1,1,0.2364,0.24106,262436,237072,251961,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,2,1,0.23027,0.235,260760,235396,251961,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_c1,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,0,1,0.23596,0.24078,261460,236096,251961,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_c1,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,1,1,0.24443,0.24941,263600,238236,251961,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_c1,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,2,1,0.23324,0.23833,262964,237600,251961,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_tuned,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,0,1,0.44316,0.44973,411960,386596,243103,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_tuned,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,1,1,0.42899,0.43567,410528,385164,243103,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_tuned,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,2,1,0.4304,0.43723,428744,403380,243103,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
ffmpeg,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,0,1,0.40862,0.41009,156988,131624,240330,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
ffmpeg,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,1,1,0.40784,0.40931,156972,131608,240330,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
ffmpeg,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",jpeg,85,2400,2,1,0.41089,0.41232,156984,131620,240330,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,0,1,0.82066,0.82869,304872,279516,195622,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,1,1,0.82043,0.82893,304872,279516,195622,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,2,1,0.82336,0.83281,304872,279516,195622,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow_draft,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,0,1,0.82825,0.83745,304872,279508,195622,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow_draft,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,1,1,0.82323,0.8317,304872,279508,195622,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow_draft,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,2,1,0.8241,0.83259,304872,279508,195622,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,0,1,0.59725,0.60274,383312,357948,176164,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,1,1,0.59084,0.59606,367664,342300,176164,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,2,1,0.59913,0.60504,382480,357116,176164,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_c1,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,0,1,0.59167,0.59766,388956,363592,176164,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_c1,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,1,1,0.60424,0.61015,383576,358212,176164,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_c1,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,2,1,0.60005,0.60582,382196,356832,176164,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_tuned,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,0,1,0.84766,0.85512,541836,516472,188570,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_tuned,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,1,1,0.83234,0.8403,554784,529420,188570,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pyvips_tuned,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,2,1,0.8834,0.89186,586604,561240,188570,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
ffmpeg,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,0,1,0.80467,0.80692,208972,183608,169158,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
ffmpeg,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,1,1,0.80466,0.80642,209096,183732,169158,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
ffmpeg,public/files/323-9 (1).webp,"WEBP RGBA 17,3 MP — aynı görselin WebP'si",webp,80,2400,2,1,0.80087,0.80275,209028,183664,169158,2400,2400,WEBP,RGBA,4160,4160,17.306,276786,0,1,
pillow,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,0,1,0.17212,0.17858,133440,108084,291074,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pillow,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,1,1,0.17237,0.17888,133440,108084,291074,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pillow,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,2,1,0.17361,0.18035,133440,108084,291074,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pillow_draft,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,0,1,0.17331,0.18012,133440,108076,291074,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pillow_draft,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,1,1,0.17153,0.178,133440,108076,291074,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pillow_draft,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,2,1,0.17229,0.17887,133440,108076,291074,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pyvips,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,0,1,0.11543,0.11878,100816,75452,294231,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pyvips,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,1,1,0.11095,0.11397,101788,76424,294231,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
pyvips,public/files/20250407160713_d33fff.webp,"WEBP RGB 6,3 MP — tipik WebP",jpeg,85,2400,2,1,0.10997,0.11319,102860,77496,294231,2400,1200,WEBP,RGB,3556,1778,6.323,274066,0,0,
